Jogador;Time;id_time;Numeração;Nação;Posição;Idade;Gols;Assistências;CrtsA;CrtV;Contatos;Div;Crts;Bloqueios;xG;xAG;Cmp;Att;Cmp%;Conduções;Data
Luiz Araújo;Flamengo;10;7;BRA;RW;27;0;0;0;0;36.0;1.0;1;1.0;0.1;0.0;19.0;28.0;67,9;21.0;14/04/2024
Victor Hugo;Flamengo;10;29;BRA;RW;19;0;0;0;0;13.0;0.0;0;0.0;0.0;0.0;11.0;13.0;84,6;8.0;14/04/2024
Giorgian De Arrascaeta;Flamengo;10;14;URU;AM;29;0;0;1;0;45.0;0.0;0;0.0;0.0;0.2;32.0;41.0;78;24.0;14/04/2024
Nicolás De La Cruz;Flamengo;10;18;URU;DM;26;1;0;0;0;67.0;3.0;1;0.0;0.1;0.1;48.0;59.0;81,4;38.0;14/04/2024
Lorran;Flamengo;10;19;BRA;DM;17;0;0;0;0;11.0;0.0;0;0.0;0.0;0.0;6.0;8.0;75;8.0;14/04/2024
Erick Pulgar;Flamengo;10;5;CHI;DM;30;0;0;0;0;70.0;2.0;0;0.0;0.0;0.0;54.0;63.0;85,7;34.0;14/04/2024
Matías Viña;Flamengo;10;17;URU;LB;26;0;0;0;0;39.0;0.0;1;0.0;0.0;0.0;27.0;32.0;84,4;15.0;14/04/2024
Gerson;Flamengo;10;8;BRA;LB;26;0;0;0;0;31.0;2.0;0;0.0;0.0;0.0;26.0;30.0;86,7;18.0;14/04/2024
Léo Pereira;Flamengo;10;4;BRA;CB;28;0;0;1;0;56.0;0.0;1;0.0;0.0;0.0;42.0;54.0;77,8;40.0;14/04/2024
Carlinhos;Flamengo;10;22;BRA;CB;27;0;0;0;0;4.0;0.0;0;0.0;0.0;0.0;0.0;1.0;0;2.0;14/04/2024
Fabrício Bruno;Flamengo;10;15;BRA;CB;28;0;0;1;0;73.0;0.0;0;0.0;0.0;0.0;64.0;67.0;95,5;41.0;14/04/2024
Ayrton Lucas;Flamengo;10;6;BRA;RB;26;0;0;0;0;68.0;0.0;2;1.0;0.0;0.0;52.0;55.0;94,5;40.0;14/04/2024
Agustín Rossi;Flamengo;10;1;ARG;GK;28;0;0;0;0;26.0;0.0;0;0.0;0.0;0.0;20.0;25.0;80;17.0;14/04/2024
Matheus Pereira;Cruzeiro;8;10;POR;FW;27;0;0;0;0;44.0;0.0;0;0.0;0.3;0.0;24.0;34.0;70,6;23.0;14/04/2024
Gabriel Veron;Cruzeiro;8;30;BRA;FW;21;0;0;0;0;7.0;0.0;1;0.0;0.0;0.0;4.0;5.0;80;5.0;14/04/2024
Arthur;Cruzeiro;8;11;BRA;LW;25;0;1;1;0;26.0;0.0;0;0.0;0.0;0.1;12.0;21.0;57,1;15.0;14/04/2024
Álvaro Barreal;Cruzeiro;8;21;ARG;LW;23;0;0;0;0;9.0;0.0;0;0.0;0.0;0.0;8.0;8.0;100;8.0;14/04/2024
Rafael Silva;Cruzeiro;8;8;BRA;RW;32;1;0;1;0;22.0;0.0;0;2.0;0.6;0.0;12.0;18.0;66,7;13.0;14/04/2024
Rafael Elias;Cruzeiro;8;19;BRA;RW;25;1;0;1;0;3.0;0.0;0;0.0;0.3;0.0;1.0;1.0;100;1.0;14/04/2024
Lucas Silva;Cruzeiro;8;16;BRA;LM;31;1;0;0;0;40.0;1.0;0;1.0;0.1;0.0;28.0;35.0;80;11.0;14/04/2024
Mateus Vital;Cruzeiro;8;7;BRA;LM;26;0;0;0;0;10.0;1.0;0;0.0;0.0;0.0;7.0;8.0;87,5;3.0;14/04/2024
Lucas Romero;Cruzeiro;8;29;ARG;CM;29;0;0;0;0;60.0;2.0;1;2.0;0.1;0.0;45.0;52.0;86,5;28.0;14/04/2024
João Marcelo;Cruzeiro;8;43;BRA;CM;23;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;14/04/2024
Ramiro Benetti;Cruzeiro;8;17;BRA;RM;30;0;0;0;0;41.0;0.0;0;3.0;0.0;0.0;21.0;30.0;70;12.0;14/04/2024
José Cifuentes;Cruzeiro;8;18;ECU;RM;25;0;0;0;0;15.0;1.0;0;0.0;0.0;0.0;9.0;12.0;75;8.0;14/04/2024
Marlon;Cruzeiro;8;3;BRA;LB;26;0;0;0;0;54.0;2.0;1;1.0;0.1;0.2;38.0;46.0;82,6;23.0;14/04/2024
Zé Ivaldo;Cruzeiro;8;5;BRA;CB;27;0;0;1;0;47.0;0.0;1;1.0;0.0;0.0;35.0;42.0;83,3;28.0;14/04/2024
Neris;Cruzeiro;8;27;BRA;CB;31;0;0;0;0;55.0;2.0;2;0.0;0.1;0.0;41.0;44.0;93,2;26.0;14/04/2024
William;Cruzeiro;8;12;BRA;RB;29;0;1;0;0;87.0;5.0;2;2.0;0.0;0.6;54.0;68.0;79,4;41.0;14/04/2024
Anderson;Cruzeiro;8;98;BRA;GK;26;0;0;0;0;21.0;0.0;0;0.0;0.0;0.0;19.0;20.0;95;13.0;14/04/2024
Júnior Santos;Botafogo (RJ);5;11;BRA;FW;29;0;0;1;0;23.0;2.0;0;1.0;0.5;0.0;6.0;10.0;60;11.0;14/04/2024
Tiquinho Soares;Botafogo (RJ);5;9;BRA;FW;33;1;0;0;0;21.0;0.0;0;1.0;0.9;0.0;10.0;15.0;66,7;9.0;14/04/2024
Óscar Romero;Botafogo (RJ);5;70;PAR;FW;31;0;0;0;0;15.0;0.0;1;2.0;0.0;0.0;7.0;11.0;63,6;8.0;14/04/2024
Jeffinho;Botafogo (RJ);5;47;BRA;LM;24;0;0;0;0;24.0;3.0;1;0.0;0.5;0.0;8.0;12.0;66,7;18.0;14/04/2024
Jefferson Savarino;Botafogo (RJ);5;10;VEN;RM,LM;27;0;0;0;0;13.0;0.0;0;0.0;0.0;0.0;9.0;10.0;90;10.0;14/04/2024
Marlon Freitas;Botafogo (RJ);5;17;BRA;CM;29;0;0;0;0;14.0;1.0;1;1.0;0.0;0.0;9.0;11.0;81,8;7.0;14/04/2024
Tchê Tchê;Botafogo (RJ);5;6;BRA;CM;31;0;0;0;0;25.0;1.0;2;0.0;0.0;0.4;18.0;22.0;81,8;14.0;14/04/2024
Gregore;Botafogo (RJ);5;26;BRA;CM;30;0;0;1;0;19.0;1.0;0;2.0;0.0;0.0;12.0;15.0;80;11.0;14/04/2024
Danilo Barbosa;Botafogo (RJ);5;5;BRA;CB,CM;28;1;0;1;0;16.0;0.0;0;2.0;0.2;0.0;9.0;11.0;81,8;8.0;14/04/2024
Luiz Henrique;Botafogo (RJ);5;7;BRA;RM,LM;23;0;0;0;0;33.0;0.0;0;1.0;0.0;0.0;18.0;23.0;78,3;20.0;14/04/2024
Fernando Marçal;Botafogo (RJ);5;21;BRA;LB;35;0;0;0;0;41.0;1.0;0;2.0;0.0;0.0;23.0;31.0;74,2;19.0;14/04/2024
Bastos;Botafogo (RJ);5;15;ANG;CB;33;0;0;0;0;32.0;0.0;0;1.0;0.0;0.0;22.0;25.0;88;20.0;14/04/2024
Alexander Barboza;Botafogo (RJ);5;20;ARG;CB;29;0;0;0;1;3.0;0.0;0;0.0;0.0;0.0;3.0;3.0;100;0.0;14/04/2024
Lucas Halter;Botafogo (RJ);5;3;BRA;CB;23;0;0;0;0;48.0;0.0;2;0.0;0.0;0.0;35.0;40.0;87,5;29.0;14/04/2024
Mateo Ponte;Botafogo (RJ);5;4;URU;RB;20;0;0;0;0;49.0;2.0;2;3.0;0.0;0.0;34.0;41.0;82,9;23.0;14/04/2024
Gatito Fernández;Botafogo (RJ);5;1;PAR;GK;36;0;0;0;0;42.0;0.0;0;0.0;0.0;0.0;30.0;39.0;76,9;22.0;14/04/2024
Alerrandro;Vitória;20;9;BRA;FW;24;0;0;1;0;15.0;0.0;0;0.0;0.5;0.0;6.0;8.0;75;7.0;14/04/2024
Luiz Adriano;Vitória;20;12;BRA;FW;37;0;0;0;0;6.0;0.0;0;1.0;0.0;0.0;4.0;5.0;80;3.0;14/04/2024
Osvaldo;Vitória;20;11;BRA;LW;37;0;0;0;0;26.0;0.0;1;0.0;0.5;0.1;12.0;22.0;54,5;15.0;14/04/2024
Iury de Castilho;Vitória;20;7;BRA;LW;28;0;0;0;0;10.0;0.0;0;0.0;0.0;0.0;4.0;6.0;66,7;6.0;14/04/2024
Matheusinho;Vitória;20;30;BRA;RW;26;0;0;0;0;48.0;2.0;0;0.0;0.1;0.2;30.0;37.0;81,1;32.0;14/04/2024
Dudu;Vitória;20;21;BRA;LM;24;0;0;0;0;17.0;2.0;0;0.0;0.0;0.0;11.0;14.0;78,6;10.0;14/04/2024
Mateus Gonçalves Martins;Vitória;20;23;BRA;LM;29;0;0;0;0;27.0;1.0;0;0.0;0.1;0.1;15.0;19.0;78,9;21.0;14/04/2024
Willian;Vitória;20;29;BRA;CM;30;0;0;0;0;62.0;1.0;2;0.0;0.1;0.0;44.0;52.0;84,6;26.0;14/04/2024
Rodrigo Andrade;Vitória;20;32;BRA;RM;26;0;0;0;0;44.0;1.0;0;2.0;0.0;0.1;26.0;31.0;83,9;25.0;14/04/2024
Jean Mota;Vitória;20;10;BRA;RM;30;0;0;0;0;29.0;1.0;0;0.0;0.0;0.0;20.0;27.0;74,1;14.0;14/04/2024
Lucas Esteves;Vitória;20;16;BRA;LB;23;0;0;1;0;37.0;0.0;0;0.0;0.0;0.2;28.0;35.0;80;19.0;14/04/2024
José Hugo;Vitória;20;17;BRA;LB;24;0;0;0;0;7.0;0.0;0;0.0;0.0;0.0;5.0;5.0;100;4.0;14/04/2024
Wagner;Vitória;20;4;BRA;CB;24;0;0;0;0;53.0;1.0;2;3.0;0.0;0.0;39.0;44.0;88,6;26.0;14/04/2024
Camutanga;Vitória;20;13;BRA;CB;30;0;0;1;0;61.0;4.0;1;1.0;0.0;0.0;43.0;48.0;89,6;27.0;14/04/2024
Zeca;Vitória;20;2;BRA;RB;29;0;0;0;0;70.0;2.0;2;0.0;0.1;0.1;52.0;65.0;80;43.0;14/04/2024
Lucas Arcanjo;Vitória;20;1;BRA;GK;25;0;0;0;0;24.0;0.0;0;0.0;0.0;0.0;19.0;22.0;86,4;4.0;14/04/2024
Endrick;Palmeiras;16;9;BRA;FW;17;0;0;1;0;23.0;2.0;0;3.0;0.0;0.0;8.0;10.0;80;15.0;14/04/2024
Lázaro;Palmeiras;16;17;BRA;FW;22;0;0;0;0;20.0;0.0;0;0.0;0.1;0.1;16.0;17.0;94,1;13.0;14/04/2024
Rony;Palmeiras;16;10;BRA;LW;28;0;0;0;0;19.0;3.0;0;0.0;0.1;0.0;8.0;10.0;80;13.0;14/04/2024
Kaiky Naves;Palmeiras;16;34;BRA;LW;21;0;0;0;0;4.0;0.0;0;0.0;0.0;0.0;2.0;2.0;100;1.0;14/04/2024
Estevão;Palmeiras;16;41;BRA;RW;17;0;0;0;0;18.0;1.0;1;0.0;0.0;0.0;11.0;15.0;73,3;19.0;14/04/2024
Luis Guilherme;Palmeiras;16;31;BRA;RW;18;0;0;0;0;23.0;0.0;0;0.0;0.0;0.1;12.0;20.0;60;13.0;14/04/2024
Raphael Veiga;Palmeiras;16;23;BRA;AM;28;0;0;0;0;31.0;2.0;0;1.0;0.1;0.0;14.0;24.0;58,3;18.0;14/04/2024
Fabinho;Palmeiras;16;35;BRA;AM;22;0;0;0;0;21.0;1.0;0;0.0;0.0;0.0;16.0;20.0;80;13.0;14/04/2024
Gabriel Menino;Palmeiras;16;25;BRA;DM;23;0;0;1;0;59.0;2.0;0;5.0;0.2;0.1;36.0;43.0;83,7;38.0;14/04/2024
Richard Ríos;Palmeiras;16;27;COL;DM;23;1;0;1;0;31.0;6.0;0;1.0;0.2;0.0;12.0;17.0;70,6;18.0;14/04/2024
José López;Palmeiras;16;42;ARG;DM;23;0;0;1;0;15.0;0.0;0;1.0;0.1;0.0;8.0;10.0;80;13.0;14/04/2024
Vanderlan;Palmeiras;16;6;BRA;LB;21;0;0;0;0;27.0;3.0;0;1.0;0.0;0.0;11.0;18.0;61,1;16.0;14/04/2024
Murilo Cerqueira;Palmeiras;16;26;BRA;CB;27;0;0;0;0;37.0;2.0;1;1.0;0.1;0.0;27.0;31.0;87,1;26.0;14/04/2024
Luan Garcia;Palmeiras;16;13;BRA;CB;30;0;0;0;0;35.0;1.0;0;0.0;0.0;0.0;23.0;28.0;82,1;24.0;14/04/2024
Mayke;Palmeiras;16;12;BRA;RB;31;0;0;1;0;61.0;4.0;5;2.0;0.0;0.0;35.0;46.0;76,1;34.0;14/04/2024
Wéverton;Palmeiras;16;21;BRA;GK;36;0;0;0;0;34.0;0.0;0;0.0;0.0;0.0;18.0;33.0;54,5;23.0;14/04/2024
Germán Cano;Fluminense;11;14;ARG;FW,AM;36;0;0;0;0;34.0;0.0;0;0.0;0.7;0.2;19.0;25.0;76;19.0;13/04/2024
Kauã Elias;Fluminense;11;19;BRA;AM;18;0;0;0;0;3.0;0.0;0;0.0;0.0;0.0;0.0;1.0;0;1.0;13/04/2024
Jhon Arias;Fluminense;11;21;COL;LW;26;0;0;0;0;58.0;0.0;1;0.0;0.1;0.0;34.0;45.0;75,6;37.0;13/04/2024
Marquinhos;Fluminense;11;77;BRA;RW,RB;21;0;0;1;0;71.0;0.0;0;1.0;0.1;0.4;40.0;49.0;81,6;42.0;13/04/2024
Ganso;Fluminense;11;10;BRA;AM,DM;34;0;2;0;0;71.0;1.0;0;0.0;0.0;0.3;65.0;69.0;94,2;35.0;13/04/2024
Felipe Vieira;Fluminense;11;13;;CB;;0;0;0;0;11.0;0.0;0;0.0;0.0;0.0;9.0;9.0;100;9.0;13/04/2024
Lima;Fluminense;11;45;BRA;DM;27;2;0;0;0;75.0;0.0;2;1.0;0.3;0.0;53.0;60.0;88,3;35.0;13/04/2024
André;Fluminense;11;7;BRA;DM,CB;22;0;0;1;0;79.0;0.0;1;0.0;0.0;0.0;63.0;69.0;91,3;46.0;13/04/2024
Marcelo;Fluminense;11;12;BRA;LB;35;0;0;0;0;74.0;1.0;1;3.0;0.1;0.0;48.0;64.0;75;31.0;13/04/2024
Martinelli;Fluminense;11;8;BRA;CB;22;0;0;0;0;63.0;0.0;0;2.0;0.2;0.0;46.0;53.0;86,8;35.0;13/04/2024
Felipe Melo;Fluminense;11;30;BRA;CB;40;0;0;0;0;41.0;0.0;1;0.0;0.0;0.0;27.0;34.0;79,4;22.0;13/04/2024
John Kennedy;Fluminense;11;9;BRA;FW;21;0;0;0;0;13.0;1.0;0;0.0;0.1;0.0;7.0;8.0;87,5;9.0;13/04/2024
Samuel Xavier;Fluminense;11;2;BRA;RB;33;0;0;0;0;47.0;2.0;0;0.0;0.1;0.2;34.0;37.0;91,9;22.0;13/04/2024
Douglas Costa;Fluminense;11;90;BRA;RW;33;0;0;0;0;30.0;0.0;1;1.0;0.0;0.2;17.0;27.0;63;18.0;13/04/2024
Fábio;Fluminense;11;1;BRA;GK;43;0;0;0;0;34.0;0.0;0;0.0;0.0;0.0;27.0;32.0;84,4;17.0;13/04/2024
Henry Mosquera;Red Bull Bragantino;17;30;COL;RM,FW;22;0;0;0;0;26.0;0.0;0;0.0;0.0;0.0;6.0;12.0;50;18.0;13/04/2024
Eduardo Sasha;Red Bull Bragantino;17;19;BRA;FW,LW;32;1;0;0;0;29.0;1.0;1;1.0;0.4;0.1;15.0;20.0;75;12.0;13/04/2024
Ignacio Laquintana;Red Bull Bragantino;17;33;URU;RW;25;0;0;0;0;15.0;0.0;0;0.0;0.1;0.0;8.0;10.0;80;8.0;13/04/2024
Vitinho;Red Bull Bragantino;17;28;BRA;LM;25;0;2;1;0;17.0;3.0;0;0.0;0.0;0.5;8.0;11.0;72,7;5.0;13/04/2024
Gustavinho;Red Bull Bragantino;17;22;BRA;LM;19;0;0;0;0;29.0;4.0;0;1.0;0.0;0.1;11.0;20.0;55;6.0;13/04/2024
Thiago Borbas;Red Bull Bragantino;17;18;URU;FW;22;1;0;0;0;18.0;2.0;0;1.0;0.5;0.0;3.0;5.0;60;5.0;13/04/2024
Raul;Red Bull Bragantino;17;23;BRA;CM;27;0;0;0;0;20.0;0.0;0;0.0;0.0;0.0;15.0;17.0;88,2;8.0;13/04/2024
Eric Ramires;Red Bull Bragantino;17;7;BRA;CM;23;0;0;0;0;20.0;6.0;0;0.0;0.0;0.0;8.0;12.0;66,7;5.0;13/04/2024
Jadsom;Red Bull Bragantino;17;5;BRA;CM,RM;22;0;0;1;0;29.0;2.0;0;1.0;0.0;0.2;16.0;21.0;76,2;18.0;13/04/2024
Juninho Capixaba;Red Bull Bragantino;17;29;BRA;LB;26;0;0;1;0;41.0;3.0;1;1.0;0.1;0.0;21.0;34.0;61,8;19.0;13/04/2024
Guilherme;Red Bull Bragantino;17;31;BRA;LB;22;0;0;0;0;13.0;0.0;1;1.0;0.0;0.0;4.0;7.0;57,1;5.0;13/04/2024
Luan Cândido;Red Bull Bragantino;17;36;BRA;CB;23;0;0;1;0;32.0;2.0;2;1.0;0.0;0.0;12.0;17.0;70,6;9.0;13/04/2024
Douglas Mendes;Red Bull Bragantino;17;39;BRA;CB;19;0;0;0;0;27.0;1.0;0;2.0;0.0;0.0;14.0;19.0;73,7;17.0;13/04/2024
José Hurtado;Red Bull Bragantino;17;34;ECU;RB;22;0;0;0;0;47.0;4.0;1;1.0;0.0;0.0;23.0;34.0;67,6;18.0;13/04/2024
Cleiton Schwengber;Red Bull Bragantino;17;1;BRA;GK;26;0;0;0;0;17.0;0.0;0;0.0;0.0;0.0;6.0;13.0;46,2;4.0;13/04/2024
Lucão;Red Bull Bragantino;17;40;BRA;GK;23;0;0;0;0;17.0;0.0;0;0.0;0.0;0.0;4.0;15.0;26,7;8.0;13/04/2024
Jonathan Calleri;São Paulo;18;9;ARG;FW;30;0;0;0;0;29.0;1.0;0;0.0;0.1;0.0;15.0;21.0;71,4;16.0;13/04/2024
Luciano;São Paulo;18;10;BRA;FW;30;0;0;1;0;49.0;0.0;0;2.0;0.0;0.0;31.0;35.0;88,6;34.0;13/04/2024
André Silva;São Paulo;18;17;BRA;FW;26;1;0;0;0;7.0;0.0;0;0.0;0.0;0.0;1.0;2.0;50;6.0;13/04/2024
Giuliano Galoppo;São Paulo;18;8;ARG;AM;24;0;0;0;0;36.0;1.0;1;2.0;0.0;0.0;24.0;28.0;85,7;26.0;13/04/2024
James Rodríguez;São Paulo;18;55;COL;AM;32;0;0;0;0;39.0;0.0;0;0.0;0.0;0.0;26.0;36.0;72,2;21.0;13/04/2024
Pablo Maia;São Paulo;18;29;BRA;CM;22;0;0;0;0;86.0;4.0;0;2.0;0.1;0.0;62.0;75.0;82,7;51.0;13/04/2024
Rodrigo Nestor;São Paulo;18;11;BRA;CM;23;0;0;1;0;24.0;0.0;0;0.0;0.0;0.0;17.0;23.0;73,9;16.0;13/04/2024
Michel Araujo;São Paulo;18;15;URU;WB;27;0;0;0;0;71.0;1.0;1;0.0;0.1;0.0;50.0;58.0;86,2;39.0;13/04/2024
William Gomes;São Paulo;18;39;BRA;WB;18;0;0;0;0;23.0;1.0;0;2.0;0.1;0.0;10.0;16.0;62,5;12.0;13/04/2024
Igor Vinícius de Souza;São Paulo;18;2;BRA;WB;27;0;0;0;0;64.0;2.0;0;1.0;0.0;0.0;46.0;58.0;79,3;41.0;13/04/2024
Diego;São Paulo;18;4;BRA;CB;24;0;0;0;0;119.0;1.0;3;1.0;0.0;0.0;93.0;109.0;85,3;91.0;13/04/2024
Robert Arboleda;São Paulo;18;5;ECU;CB;32;0;0;0;0;117.0;0.0;1;0.0;0.0;0.0;107.0;112.0;95,5;86.0;13/04/2024
Nahuel Ferraresi;São Paulo;18;32;VEN;CB;25;0;0;0;0;105.0;3.0;3;1.0;0.0;0.0;92.0;98.0;93,9;70.0;13/04/2024
Rafael Pires;São Paulo;18;23;BRA;GK;34;0;0;0;0;21.0;0.0;0;0.0;0.0;0.0;17.0;21.0;81;12.0;13/04/2024
Juan Martín Lucero;Fortaleza;12;9;ARG;FW;32;1;0;1;0;20.0;0.0;0;0.0;0.1;0.0;11.0;17.0;64,7;10.0;13/04/2024
Guilherme Tinga;Fortaleza;12;2;BRA;FW;30;0;0;0;0;12.0;0.0;0;1.0;0.0;0.0;4.0;10.0;40;4.0;13/04/2024
Marinho;Fortaleza;12;11;BRA;FW;33;0;0;0;0;14.0;0.0;0;0.0;0.0;0.0;7.0;8.0;87,5;10.0;13/04/2024
Moises;Fortaleza;12;21;BRA;FW;27;0;0;0;0;15.0;0.0;0;0.0;0.0;0.0;9.0;11.0;81,8;7.0;13/04/2024
Hércules;Fortaleza;12;35;BRA;CM;23;0;0;0;0;34.0;1.0;0;1.0;0.0;0.0;22.0;24.0;91,7;22.0;13/04/2024
Pedro Borges;Fortaleza;12;28;BRA;CM;27;0;1;0;0;7.0;2.0;0;1.0;0.0;0.2;2.0;3.0;66,7;1.0;13/04/2024
José Welison;Fortaleza;12;17;BRA;CM;29;0;0;0;0;37.0;4.0;2;3.0;0.0;0.0;19.0;24.0;79,2;12.0;13/04/2024
Lucas Sasha;Fortaleza;12;88;BRA;CM;34;0;0;0;0;16.0;4.0;0;2.0;0.0;0.0;4.0;7.0;57,1;5.0;13/04/2024
Tomas Pochettino;Fortaleza;12;7;ARG;CM;28;0;1;1;0;43.0;0.0;0;2.0;0.0;0.2;24.0;30.0;80;22.0;13/04/2024
Bruno Pacheco;Fortaleza;12;6;BRA;WB;32;0;0;0;0;46.0;3.0;0;1.0;0.0;0.0;16.0;35.0;45,7;22.0;13/04/2024
Yago Pikachu;Fortaleza;12;22;BRA;WB;31;0;0;0;0;19.0;0.0;0;0.0;0.0;0.0;10.0;15.0;66,7;10.0;13/04/2024
Imanol Machuca;Fortaleza;12;39;ARG;WB;24;1;0;0;0;13.0;0.0;0;0.0;0.2;0.0;3.0;6.0;50;9.0;13/04/2024
Titi;Fortaleza;12;4;BRA;CB;36;0;0;0;0;36.0;1.0;1;1.0;0.0;0.0;15.0;27.0;55,6;17.0;13/04/2024
Benjamín Kuscevic;Fortaleza;12;13;CHI;CB;27;0;0;0;0;39.0;4.0;0;1.0;0.0;0.0;18.0;27.0;66,7;15.0;13/04/2024
Emanuel Brítez;Fortaleza;12;19;ARG;CB;32;0;0;1;0;36.0;6.0;0;1.0;0.0;0.0;15.0;25.0;60;13.0;13/04/2024
João Ricardo Riedi;Fortaleza;12;1;BRA;GK;35;0;0;0;0;39.0;0.0;0;0.0;0.0;0.0;20.0;33.0;60,6;23.0;13/04/2024
João Pedro;Grêmio;13;11;ITA;FW;32;0;0;0;0;17.0;1.0;0;0.0;0.2;0.0;7.0;10.0;70;11.0;17/04/2024
Everton;Grêmio;13;13;BRA;FW;27;0;0;0;0;8.0;1.0;0;0.0;0.0;0.0;5.0;5.0;100;6.0;17/04/2024
Yeferson Soteldo;Grêmio;13;7;VEN;LW;26;1;0;0;0;49.0;3.0;0;1.0;0.2;0.4;38.0;44.0;86,4;35.0;17/04/2024
Du Queiroz;Grêmio;13;37;BRA;LW;24;0;0;0;0;6.0;0.0;0;0.0;0.0;0.0;5.0;6.0;83,3;3.0;17/04/2024
Cristian Pavón;Grêmio;13;21;ARG;RW;28;0;1;0;0;30.0;2.0;0;0.0;0.3;0.3;15.0;22.0;68,2;19.0;17/04/2024
Gustavo Nunes;Grêmio;13;39;BRA;RW;18;0;0;1;0;25.0;0.0;1;0.0;0.0;0.1;13.0;18.0;72,2;14.0;17/04/2024
Franco Cristaldo;Grêmio;13;10;ARG;LM;27;1;0;0;0;47.0;0.0;0;0.0;0.3;0.1;28.0;38.0;73,7;18.0;17/04/2024
Nathan Fernandes;Grêmio;13;32;BRA;LM;19;0;0;0;0;17.0;0.0;0;0.0;0.0;0.0;13.0;15.0;86,7;8.0;17/04/2024
Dodi;Grêmio;13;17;BRA;CM;28;0;0;0;0;32.0;2.0;0;1.0;0.0;0.0;16.0;20.0;80;17.0;17/04/2024
Nata;Grêmio;13;36;BRA;CM;22;0;0;0;0;8.0;0.0;0;0.0;0.0;0.0;7.0;8.0;87,5;3.0;17/04/2024
Mathías Villasanti;Grêmio;13;20;PAR;RM;27;0;1;0;0;64.0;2.0;0;0.0;0.1;0.2;43.0;52.0;82,7;24.0;17/04/2024
Cuiabano;Grêmio;13;54;BRA;LB;21;0;0;0;0;70.0;1.0;3;1.0;0.0;0.0;44.0;60.0;73,3;24.0;17/04/2024
Gustavo Martins Santos;Grêmio;13;53;BRA;CB;21;0;0;0;0;47.0;0.0;1;2.0;0.0;0.0;34.0;39.0;87,2;20.0;17/04/2024
Pedro Geromel;Grêmio;13;3;BRA;CB;38;0;0;0;0;67.0;0.0;0;1.0;0.0;0.0;44.0;56.0;78,6;26.0;17/04/2024
Fábio;Grêmio;13;2;BRA;RB;33;0;0;0;0;53.0;0.0;0;1.0;0.0;0.0;31.0;45.0;68,9;26.0;17/04/2024
Agustín Marchesín;Grêmio;13;1;ARG;GK;36;0;0;0;0;30.0;0.0;0;1.0;0.0;0.0;18.0;30.0;60;12.0;17/04/2024
Gonzalo Mastriani;Athletico Paranaense;1;9;URU;FW;30;0;0;0;0;35.0;2.0;0;2.0;0.0;0.0;16.0;24.0;66,7;10.0;17/04/2024
Tomás Cuello;Athletico Paranaense;1;28;ARG;LW;24;0;0;0;0;16.0;1.0;0;0.0;0.0;0.0;9.0;14.0;64,3;9.0;17/04/2024
Alex Santana;Athletico Paranaense;1;80;BRA;DM,LW,AM;28;0;0;1;0;23.0;0.0;0;1.0;0.0;0.0;17.0;20.0;85;14.0;17/04/2024
Julimar;Athletico Paranaense;1;20;BRA;RW,LW;23;0;0;0;0;16.0;0.0;0;0.0;0.1;0.0;10.0;13.0;76,9;11.0;17/04/2024
José Vitor Silva Neves;Athletico Paranaense;1;30;BRA;RW,DM;23;0;0;1;0;40.0;1.0;0;2.0;0.0;0.0;23.0;28.0;82,1;25.0;17/04/2024
Agustín Canobbio;Athletico Paranaense;1;14;URU;RW,LW,AM;25;0;0;0;0;45.0;2.0;0;2.0;0.0;0.0;23.0;32.0;71,9;30.0;17/04/2024
Fernandinho;Athletico Paranaense;1;5;BRA;DM,AM;38;0;0;0;0;49.0;0.0;0;0.0;0.0;0.0;33.0;45.0;73,3;31.0;17/04/2024
Bruno Zapelli;Athletico Paranaense;1;10;ARG;AM;21;0;0;0;0;26.0;1.0;0;2.0;0.0;0.0;12.0;19.0;63,2;17.0;17/04/2024
Erick;Athletico Paranaense;1;26;BRA;DM;26;0;0;0;0;65.0;3.0;0;1.0;0.0;0.0;42.0;52.0;80,8;34.0;17/04/2024
Lucas Esquivel;Athletico Paranaense;1;37;ARG;LB;22;0;0;1;0;48.0;1.0;2;1.0;0.0;0.0;31.0;39.0;79,5;28.0;17/04/2024
Thiago Heleno;Athletico Paranaense;1;44;BRA;CB;35;0;0;0;0;65.0;0.0;0;1.0;0.0;0.0;47.0;57.0;82,5;37.0;17/04/2024
Kaique Rocha;Athletico Paranaense;1;4;BRA;CB;23;0;0;0;0;82.0;2.0;1;1.0;0.0;0.0;60.0;70.0;85,7;47.0;17/04/2024
Mádson;Athletico Paranaense;1;22;BRA;RB;32;0;0;0;0;24.0;1.0;0;0.0;0.0;0.1;18.0;21.0;85,7;10.0;17/04/2024
Leonardo Godoy;Athletico Paranaense;1;29;ARG;RB;28;0;0;0;0;38.0;0.0;0;0.0;0.0;0.0;26.0;36.0;72,2;16.0;17/04/2024
Bento;Athletico Paranaense;1;1;BRA;GK;24;0;0;0;0;33.0;0.0;0;0.0;0.0;0.0;22.0;30.0;73,3;17.0;17/04/2024
Eduardo Sasha;Red Bull Bragantino;17;19;BRA;FW;32;0;0;0;0;19.0;0.0;0;0.0;0.0;0.0;8.0;13.0;61,5;11.0;17/04/2024
